cargo,id_parlamentar,nome,partido,uf,situacao,sigla,casa
Titular.6,204391,José Nelto,PODE,GO,Titular,CDU,camara
Suplente.3,160619,José Nunes,PSD,BA,Suplente,CDU,camara
Titular.7,204555,José Ricardo,PT,AM,Titular,CDU,camara
Suplente.4,204547,Léo Motta,PSL,MG,Suplente,CDU,camara
Suplente.5,204485,Luiz Carlos Motta,PR,SP,Suplente,CDU,camara
Suplente.6,178866,Luizianne Lins,PT,CE,Suplente,CDU,camara
Titular.8,204458,Major Fabiana,PSL,RJ,Titular,CDU,camara
Suplente.7,204471,Mara Rocha,PSDB,AC,Suplente,CDU,camara
Titular.9,204558,Marcelo Nilo,PSB,BA,Titular,CDU,camara
Suplente.8,204428,Marília Arraes,PT,PE,Suplente,CDU,camara
Titular.10,66179,Norma Ayub,DEM,ES,Titular,CDU,camara
Suplente.9,204529,Policial Katia Sastre,PR,SP,Suplente,CDU,camara
Presidente,160601,Pr. Marco Feliciano,PODE,SP,Titular,CDU,camara
Titular.11,160601,Pr. Marco Feliciano,PODE,SP,Titular,CDU,camara
Suplente.10,204418,Professor Luizão Goulart,PRB,PR,Suplente,CDU,camara
Suplente.11,178990,Samuel Moreira,PSDB,SP,Suplente,CDU,camara
Titular.12,178934,Toninho Wandscheer,PROS,PR,Titular,CDU,camara
Suplente.12,204385,Valdevan Noventa,PSC,SE,Suplente,CDU,camara
Suplente.13,160569,Waldenor Pereira,PT,BA,Suplente,CDU,camara
Suplente.14,178889,Zé Carlos,PT,MA,Suplente,CDU,camara
Titular,204554,Abílio Santana,PR,BA,Titular,CDHM,camara
Suplente,204544,Alexandre Frota ,PSL,SP,Suplente,CDHM,camara
Titular.1,207176,Bia Cavassa,PSDB,MS,Titular,CDHM,camara
Suplente.1,204561,Bira do Pindaré,PSB,MA,Suplente,CDHM,camara
Titular.2,204352,Camilo Capiberibe,PSB,AP,Titular,CDHM,camara
Titular.3,204426,Carlos Veras,PT,PE,Titular,CDHM,camara
Suplente.2,204451,Delegado Antônio Furtado,PSL,RJ,Suplente,CDHM,camara
Titular.4,178908,Delegado Éder Mauro,PSD,PA,Titular,CDHM,camara
Titular.5,204364,Eli Borges,SOLIDARI,TO,Titular,CDHM,camara
Titular.6,160575,Erika Kokay,PT,DF,Titular,CDHM,camara
Titular.7,204411,Filipe Barros,PSL,PR,Titular,CDHM,camara
Suplente.3,204447,Flordelis,PSD,RJ,Suplente,CDHM,camara
Suplente.4,204393,Frei Anastacio Ribeiro,PT,PB,Suplente,CDHM,camara
Suplente.5,204531,Guilherme Derrite,PP,SP,Suplente,CDHM,camara
Presidente,178873,Helder Salomão,PT,ES,Titular,CDHM,camara
Titular.8,178873,Helder Salomão,PT,ES,Titular,CDHM,camara
Suplente.6,204533,Idilvan Alencar,PDT,CE,Suplente,CDHM,camara
Titular.9,67138,Iracema Portella,PP,PI,Titular,CDHM,camara
Suplente.7,112437,João Marcelo Souza,MDB,MA,Suplente,CDHM,camara
Suplente.8,204468,Joenia Wapichana,REDE,RR,Suplente,CDHM,camara
Titular.10,204472,José Medeiros,PODE,MT,Titular,CDHM,camara
Titular.11,204420,Julian Lemos ,PSL,PB,Titular,CDHM,camara
Titular.12,160534,Lauriete,PR,ES,Titular,CDHM,camara
Titular.13,81055,Márcio Jerry,PCdoB,MA,Titular,CDHM,camara
Suplente.9,204430,Margarete Coelho,PP,PI,Suplente,CDHM,camara
Suplente.10,154178,Milton Vieira,PRB,SP,Suplente,CDHM,camara
Titular.14,160556,Padre João,PT,MG,Titular,CDHM,camara
Suplente.11,74160,Patrus Ananias,PT,MG,Suplente,CDHM,camara
Suplente.12,204529,Policial Katia Sastre,PR,SP,Suplente,CDHM,camara
Suplente.13,160601,Pr. Marco Feliciano,PODE,SP,Suplente,CDHM,camara
Suplente.14,160653,Roberto de Lucena,PODE,SP,Suplente,CDHM,camara
Suplente.15,204480,Rogério Correia ,PT,MG,Suplente,CDHM,camara
Suplente.16,178961,Shéridan,PSDB,RR,Suplente,CDHM,camara
Titular.15,178947,Sóstenes Cavalcante,DEM,RJ,Titular,CDHM,camara
Titular.16,157130,Túlio Gadêlha ,PDT,PE,Titular,CDHM,camara
Titular,204516,Alexis Fonteyne,NOVO,SP,Titular,CDEICS,camara
Titular.1,204356,Amaro Neto,PRB,ES,Titular,CDEICS,camara
Suplente,160665,Augusto Coutinho,SOLIDARI,PE,Suplente,CDEICS,camara
Presidente,204551,Bosco Saraiva,SOLIDARI,AM,Titular,CDEICS,camara
Titular.2,204551,Bosco Saraiva,SOLIDARI,AM,Titular,CDEICS,camara
Suplente.1,204380,Celina Leão,PP,DF,Suplente,CDEICS,camara
Titular.3,204490,Charlles Evangelista,PSL,MG,Titular,CDEICS,camara
Suplente.2,74060,Daniel Almeida,PCdoB,BA,Suplente,CDEICS,camara
Suplente.3,141422,Efraim Filho,DEM,PB,Suplente,CDEICS,camara
Titular.4,198783,Emanuel Pinheiro Neto,PTB,MT,Titular,CDEICS,camara
Suplente.4,132504,Enio Verri,PT,PR,Suplente,CDEICS,camara
Titular.5,204411,Filipe Barros,PSL,PR,Titular,CDEICS,camara
Suplente.5,204419,Glaustin Fokus,PSC,GO,Suplente,CDEICS,camara
Suplente.6,204513,Guiga Peixoto,PSL,SP,Suplente,CDEICS,camara
Suplente.7,204465,Haroldo Cathedral,PSD,RR,Suplente,CDEICS,camara
Titular.6,178873,Helder Salomão,PT,ES,Titular,CDEICS,camara
Titular.7,204435,Jesus Sérgio,PDT,AC,Titular,CDEICS,camara
Suplente.8,178910,Joaquim Passarinho,PSD,PA,Suplente,CDEICS,camara
Suplente.9,204555,José Ricardo,PT,AM,Suplente,CDEICS,camara
Suplente.10,151208,Laercio Oliveira,PP,SE,Suplente,CDEICS,camara
Titular.8,196358,Lourival Gomes,PSL,RJ,Titular,CDEICS,camara
Suplente.11,162332,Luiz Nishimori,PR,PR,Suplente,CDEICS,camara
Suplente.12,204526,Luiz Philippe de Orleans e Bragança,PSL,SP,Suplente,CDEICS,camara
PrimeiroVice-Presidente,204475,Otaci Nascimento,SOLIDARI,RR,Titular,CDEICS,camara
Titular.9,204475,Otaci Nascimento,SOLIDARI,RR,Titular,CDEICS,camara
Suplente.13,204489,Robério Monteiro,PDT,CE,Suplente,CDEICS,camara
Suplente.14,204366,Rodrigo Coelho,PSB,SC,Suplente,CDEICS,camara
Titular.10,143084,Tiago Dimas,SOLIDARI,TO,Titular,CDEICS,camara
Titular.11,74376,Vander Loubet,PT,MS,Titular,CDEICS,camara
Suplente.15,141555,Vinicius Carvalho,PRB,SP,Suplente,CDEICS,camara
Suplente.16,178992,Vitor Lippi,PSDB,SP,Suplente,CDEICS,camara
Titular.12,204559,Zé Neto,PT,BA,Titular,CDEICS,camara
Suplente,74646,Aécio Neves,PSDB,MG,Suplente,CFT,camara
Suplente.1,160508,Afonso Florence,PT,BA,Suplente,CFT,camara
Titular,204545,Alê Silva,PSL,MG,Titular,CFT,camara
Suplente.2,204516,Alexis Fonteyne,NOVO,SP,Suplente,CFT,camara
Suplente.3,178927,Aliel Machado,PSB,PR,Suplente,CFT,camara
Suplente.4,160600,Arthur Oliveira Maia,DEM,BA,Suplente,CFT,camara
Suplente.5,159237,Assis Carvalho,PT,PI,Suplente,CFT,camara
Suplente.6,204551,Bosco Saraiva,SOLIDARI,AM,Suplente,CFT,camara
Suplente.7,160589,Bruna Furlan,PSDB,SP,Suplente,CFT,camara
Suplente.8,141405,Celso Maldaner,MDB,SC,Suplente,CFT,camara
Titular.1,204496,Celso Sabino,PSDB,PA,Titular,CFT,camara
Suplente.9,204440,Christino Aureo,PP,RJ,Suplente,CFT,camara
Suplente.10,204454,Daniel Silveira,PSL,RJ,Suplente,CFT,camara
Suplente.11,73891,Darcísio Perondi,MDB,RS,Suplente,CFT,camara
Titular.2,204542,Denis Bezerra,PSB,CE,Titular,CFT,camara
Suplente.12,204518,Dr. Frederico,PATRI,MG,Suplente,CFT,camara
Suplente.13,204562,Edilázio Júnior,PSD,MA,Suplente,CFT,camara
Suplente.14,178977,Eduardo Cury,PSDB,SP,Suplente,CFT,camara
Titular.3,204389,Elias Vaz,PSB,GO,Titular,CFT,camara
Titular.4,132504,Enio Verri,PT,PR,Titular,CFT,camara
Suplente.15,178871,Evair Vieira de Melo,PP,ES,Suplente,CFT,camara
Suplente.16,178969,Fábio Mitidieri,PSD,SE,Suplente,CFT,camara
Suplente.17,204477,Felício Laterça,PSL,RJ,Suplente,CFT,camara
Titular.5,204371,Felipe Rigoni,PSB,ES,Titular,CFT,camara
Titular.6,92699,Fernando Monteiro,PP,PE,Titular,CFT,camara
Titular.7,191923,Flavio Nogueira,PDT,PI,Titular,CFT,camara
Suplente.18,74270,Gilberto Nascimento,PSC,SP,Suplente,CFT,camara
PrimeiroVice-Presidente,178996,Giovani Feltes,MDB,RS,Titular,CFT,camara
Titular.8,178996,Giovani Feltes,MDB,RS,Titular,CFT,camara
Titular.9,204419,Glaustin Fokus,PSC,GO,Titular,CFT,camara
Titular.10,107283,Gleisi Hoffmann,PT,PR,Titular,CFT,camara
Titular.11,204513,Guiga Peixoto,PSL,SP,Titular,CFT,camara
Titular.12,204548,Heitor Freire,PSL,CE,Titular,CFT,camara
Titular.13,204539,Hercílio Coelho Diniz,MDB,MG,Titular,CFT,camara
Titular.14,178884,Hildo Rocha,MDB,MA,Titular,CFT,camara
Suplente.19,204533,Idilvan Alencar,PDT,CE,Suplente,CFT,camara
Suplente.20,160570,Jerônimo Goergen,PP,RS,Suplente,CFT,camara
Titular.15,204546,Joice Hasselmann,PSL,SP,Titular,CFT,camara
SegundoVice-Presidente,74317,Júlio Cesar,PSD,PI,Titular,CFT,camara
Titular.16,74317,Júlio Cesar,PSD,PI,Titular,CFT,camara
Suplente.21,204536,Kim Kataguiri,DEM,SP,Suplente,CFT,camara
Suplente.22,151208,Laercio Oliveira,PP,SE,Suplente,CFT,camara
Suplente.23,98057,Lafayette de Andrada,PRB,MG,Suplente,CFT,camara
Suplente.24,204375,Leda Sadala,AVANTE,AP,Suplente,CFT,camara
Titular.17,204404,Lucas Redecker,PSDB,RS,Titular,CFT,camara
Suplente.25,178879,Lucas Vergilio,SOLIDARI,GO,Suplente,CFT,camara
Titular.18,204381,Luis Miranda,DEM,DF,Titular,CFT,camara
Suplente.26,204526,Luiz Philippe de Orleans e Bragança,PSL,SP,Suplente,CFT,camara
Titular.19,179587,Major Vitor Hugo,PSL,GO,Titular,CFT,camara
Suplente.27,133810,Marcelo Moraes,PTB,RS,Suplente,CFT,camara
Suplente.28,204556,Marcelo Ramos ,PR,AM,Suplente,CFT,camara
Suplente.29,204452,Márcio Labre,PSL,RJ,Suplente,CFT,camara
Titular.20,204431,Marcos Aurélio Sampaio,MDB,PI,Titular,CFT,camara
Titular.21,178858,Mário Negromonte Jr.,PP,BA,Titular,CFT,camara
Suplente.30,204403,Marlon Santos,PDT,RS,Suplente,CFT,camara
Titular.22,204566,Marreca Filho,PATRI,MA,Titular,CFT,camara
Titular.23,204486,Mauro Benevides Filho,PDT,CE,Titular,CFT,camara
Suplente.31,178997,Moses Rodrigues,MDB,CE,Suplente,CFT,camara
Titular.24,204363,Osires Damaso,PSC,TO,Titular,CFT,camara
Titular.25,204573,Otto Alencar Filho,PSD,BA,Titular,CFT,camara
Titular.26,204553,Pastor Sargento Isidório,AVANTE,BA,Titular,CFT,camara
Suplente.32,204377,Paula Belmonte,PPS,DF,Suplente,CFT,camara
Suplente.33,178860,Paulo Azi,DEM,BA,Suplente,CFT,camara
Titular.27,204461,Paulo Ganime,NOVO,RJ,Titular,CFT,camara
Titular.28,122158,Pedro Paulo,DEM,RJ,Titular,CFT,camara
Suplente.34,204529,Policial Katia Sastre,PR,SP,Suplente,CFT,camara
Suplente.35,204366,Rodrigo Coelho,PSB,SC,Suplente,CFT,camara
Titular.29,73604,Rui Falcão,PT,SP,Titular,CFT,camara
Titular.30,160635,Ruy Carneiro,PSDB,PB,Titular,CFT,camara
Presidente,178933,Sergio Souza,MDB,PR,Titular,CFT,camara
Titular.31,178933,Sergio Souza,MDB,PR,Titular,CFT,camara
Titular.32,204557,Sidney Leite,PSD,AM,Titular,CFT,camara
Suplente.36,74356,Silas Câmara,PRB,AM,Suplente,CFT,camara
TerceiroVice-Presidente,204478,Vinicius Farah,MDB,RJ,Titular,CFT,camara
Titular.33,204478,Vinicius Farah,MDB,RJ,Titular,CFT,camara
Titular.34,178952,Walter Alves,MDB,RN,Titular,CFT,camara
Suplente.37,74043,Wellington Roberto,PR,PB,Suplente,CFT,camara
Suplente,121948,Adriano do Baldy,PP,GO,Suplente,CFFC,camara
Titular,178881,Aluisio Mendes,PODE,MA,Titular,CFFC,camara
Suplente.1,74090,Átila Lins,PP,AM,Suplente,CFFC,camara
Titular.1,204507,Carla Zambelli,PSL,SP,Titular,CFFC,camara
Suplente.2,178962,Carlos Gomes,PRB,RS,Suplente,CFFC,camara
Titular.2,204460,Carlos Jordy,PSL,RJ,Titular,CFFC,camara
Titular.3,204459,Daniela do Waguinho,MDB,RJ,Titular,CFFC,camara
Suplente.3,204552,Eduardo Braide,PMN,MA,Suplente,CFFC,camara
Suplente.4,204389,Elias Vaz,PSB,GO,Suplente,CFFC,camara
Titular.4,204427,Fernando Rodolfo,PR,PE,Titular,CFFC,camara
Titular.5,204491,Gilberto Abramo,PRB,MG,Titular,CFFC,camara
Titular.6,204408,Gustinho Ribeiro,SOLIDARI,SE,Titular,CFFC,camara
Suplente.5,178884,Hildo Rocha,MDB,MA,Suplente,CFFC,camara
Titular.7,160674,Hugo Motta,PRB,PB,Titular,CFFC,camara
Suplente.6,141458,João Carlos Bacelar,PR,BA,Suplente,CFFC,camara
Suplente.7,178857,Jorge Solla,PT,BA,Suplente,CFFC,camara
Suplente.8,204391,José Nelto,PODE,GO,Suplente,CFFC,camara
Titular.8,204457,Juninho do Pneu,DEM,RJ,Titular,CFFC,camara
Suplente.9,204502,Júnior Bozzella,PSL,SP,Suplente,CFFC,camara
Suplente.10,204550,Júnior Mano,PR,CE,Suplente,CFFC,camara
Presidente,204547,Léo Motta,PSL,MG,Titular,CFFC,camara
Titular.9,204547,Léo Motta,PSL,MG,Titular,CFFC,camara
Titular.10,156190,Marcel Van Hattem,NOVO,RS,Titular,CFFC,camara
Suplente.11,81055,Márcio Jerry,PCdoB,MA,Suplente,CFFC,camara
PrimeiroVice-Presidente,204452,Márcio Labre,PSL,RJ,Titular,CFFC,camara
Titular.11,204452,Márcio Labre,PSL,RJ,Titular,CFFC,camara
Suplente.12,194260,Nivaldo Albuquerque,PTB,AL,Suplente,CFFC,camara
Suplente.13,160556,Padre João,PT,MG,Suplente,CFFC,camara
Suplente.14,122158,Pedro Paulo,DEM,RJ,Suplente,CFFC,camara
Titular.12,73788,Ricardo Barros,PP,PR,Titular,CFFC,camara
Suplente.15,204360,Silvia Cristina,PDT,RO,Suplente,CFFC,camara
Suplente.16,160591,Vinicius Gurgel,PR,AP,Suplente,CFFC,camara
Titular.13,74043,Wellington Roberto,PR,PB,Titular,CFFC,camara
Suplente.17,74044,Wilson Santiago,PTB,PB,Suplente,CFFC,camara
Suplente,204379,Acácio Favacho,PROS,AP,Suplente,CME,camara
Titular,204560,Adolfo Viana,PSDB,BA,Titular,CME,camara
Titular.1,204495,Airton Faleiro,PT,PA,Titular,CME,camara
Titular.2,204353,Aline Gurgel,PRB,AP,Titular,CME,camara
Titular.3,178937,Altineu Côrtes,PR,RJ,Titular,CME,camara
Titular.4,141391,Arnaldo Jardim,PPS,SP,Titular,CME,camara
Suplente.1,160600,Arthur Oliveira Maia,DEM,BA,Suplente,CME,camara
Titular.5,109429,Benes Leocádio,PRB,RN,Titular,CME,camara
Suplente.2,141513,Bilac Pinto,DEM,MG,Suplente,CME,camara
Suplente.3,204361,Carlos Chiodini,MDB,SC,Suplente,CME,camara
Titular.6,178993,Carlos Henrique Gaguim,DEM,TO,Titular,CME,camara
Suplente.4,141398,Carlos Zarattini,PT,SP,Suplente,CME,camara
Titular.7,204499,Cássio Andrade,PSB,PA,Titular,CME,camara
Suplente.5,204496,Celso Sabino,PSDB,PA,Suplente,CME,camara
Titular.8,205476,Charles Fernandes,PSD,BA,Titular,CME,camara
Titular.9,204440,Christino Aureo,PP,RJ,Titular,CME,camara
Titular.10,204376,Coronel Armando,PSL,SC,Titular,CME,camara
Titular.11,204378,Coronel Chrisóstomo,PSL,RO,Titular,CME,camara
Suplente.7,204367,Daniel Freitas,PSL,SC,Suplente,CME,camara
Titular.12,204454,Daniel Silveira,PSL,RJ,Titular,CME,camara
Titular.13,160552,Danrlei de Deus Hinterholz,PSD,RS,Titular,CME,camara
Suplente.6,204355,Da Vitoria,PPS,ES,Suplente,CME,camara
Suplente.8,178908,Delegado Éder Mauro,PSD,PA,Suplente,CME,camara
Suplente.9,204512,Delegado Marcelo Freitas,PSL,MG,Suplente,CME,camara
Suplente.10,204569,Delegado Pablo,PSL,AM,Suplente,CME,camara
Suplente.11,204518,Dr. Frederico,PATRI,MG,Suplente,CME,camara
Titular.14,141417,Edio Lopes,PR,RR,Titular,CME,camara
Titular.15,204421,Edna Henrique,PSDB,PB,Titular,CME,camara
Suplente.12,204541,Eduardo Bismarck,PDT,CE,Suplente,CME,camara
Titular.16,74075,Elcione Barbalho,MDB,PA,Titular,CME,camara
Suplente.13,204389,Elias Vaz,PSB,GO,Suplente,CME,camara
Suplente.14,160640,Eros Biondini,PROS,MG,Suplente,CME,camara
Suplente.15,178930,Evandro Roman,PSD,PR,Suplente,CME,camara
Titular.17,141427,Fábio Ramalho,MDB,MG,Titular,CME,camara
Suplente.16,204368,Fabio Schiochet,PSL,SC,Suplente,CME,camara
Suplente.17,66828,Fausto Pinato,PP,SP,Suplente,CME,camara
Titular.18,204477,Felício Laterça,PSL,RJ,Titular,CME,camara
Titular.19,141431,Fernando Coelho Filho,DEM,PE,Titular,CME,camara
Suplente.18,204392,Francisco Jr.,PSD,GO,Suplente,CME,camara
Suplente.19,204510,Franco Cartafina,PP,MG,Suplente,CME,camara
Suplente.20,115746,Gelson Azevedo,PR,RJ,Suplente,CME,camara
Titular.20,198197,Greyce Elias,AVANTE,MG,Titular,CME,camara
Suplente.21,204539,Hercílio Coelho Diniz,MDB,MG,Suplente,CME,camara
Titular.21,73772,Hermes Parcianello,MDB,PR,Titular,CME,camara
Titular.22,204508,Igor Timo,PODE,MG,Titular,CME,camara
Titular.23,160531,Jhonatan de Jesus,PRB,RR,Titular,CME,camara
Titular.24,141458,João Carlos Bacelar,PR,BA,Titular,CME,camara
Suplente.22,141459,João Maia,PR,RN,Suplente,CME,camara
Suplente.23,204576,João Roma,PRB,BA,Suplente,CME,camara
Titular.25,178910,Joaquim Passarinho,PSD,PA,Titular,CME,camara
Suplente.24,204468,Joenia Wapichana,REDE,RR,Suplente,CME,camara
Titular.26,204497,Júnior Ferrari,PSD,PA,Titular,CME,camara
Titular.27,151208,Laercio Oliveira,PP,SE,Titular,CME,camara
Suplente.25,204359,Léo Moraes,PODE,RO,Suplente,CME,camara
Suplente.26,74299,Leônidas Cristino,PDT,CE,Suplente,CME,camara
Suplente.27,92102,Leur Lomanto Júnior,DEM,BA,Suplente,CME,camara
Suplente.28,204523,Lucas Gonzalez,NOVO,MG,Suplente,CME,camara
Suplente.29,204404,Lucas Redecker,PSDB,RS,Suplente,CME,camara
Suplente.30,178954,Lucio Mosquini,MDB,RO,Suplente,CME,camara
Suplente.31,160510,Luis Tibé,AVANTE,MG,Suplente,CME,camara
Suplente.32,178858,Mário Negromonte Jr.,PP,BA,Suplente,CME,camara
Suplente.33,204403,Marlon Santos,PDT,RS,Suplente,CME,camara
Titular.28,204415,Nereu Crispim,PSL,RS,Titular,CME,camara
Suplente.34,204479,Nicoletti,PSL,RR,Suplente,CME,camara
Titular.29,194260,Nivaldo Albuquerque,PTB,AL,Titular,CME,camara
Suplente.35,204475,Otaci Nascimento,SOLIDARI,RR,Suplente,CME,camara
Titular.30,160556,Padre João,PT,MG,Titular,CME,camara
Titular.31,178951,Rafael Motta,PSB,RN,Titular,CME,camara
Titular.32,160655,Ricardo Izar,PP,SP,Titular,CME,camara
Titular.33,141531,Rodrigo de Castro,PSDB,MG,Titular,CME,camara
Suplente.36,178861,Ronaldo Carletto,PP,BA,Suplente,CME,camara
Titular.34,74371,Rubens Otoni,PT,GO,Titular,CME,camara
Suplente.37,178990,Samuel Moreira,PSDB,SP,Suplente,CME,camara
Suplente.38,204399,Schiavinato,PP,PR,Suplente,CME,camara
Titular.35,178921,Sebastião Oliveira,PR,PE,Titular,CME,camara
Suplente.39,204438,Sergio Toledo,PR,AL,Suplente,CME,camara
Presidente,74356,Silas Câmara,PRB,AM,Titular,CME,camara
Titular.36,74356,Silas Câmara,PRB,AM,Titular,CME,camara
Titular.37,195866,Vaidon Oliveira,PROS,CE,Titular,CME,camara
Suplente.40,74376,Vander Loubet,PT,MS,Suplente,CME,camara
Suplente.41,204483,Vilson da Fetaemg,PSB,MG,Suplente,CME,camara
Suplente.42,74043,Wellington Roberto,PR,PB,Suplente,CME,camara
Suplente.43,204463,Wladimir Garotinho,PSD,RJ,Suplente,CME,camara
Titular,204528,Adriana Ventura,NOVO,SP,Titular,CSSF,camara
Suplente,136811,Afonso Hamm,PP,RS,Suplente,CSSF,camara
Suplente.1,178836,Alan Rick,DEM,AC,Suplente,CSSF,camara
Suplente.2,204413,Alcides Rodrigues ,PRP,GO,Suplente,CSSF,camara
Titular.1,204503,Alexandre Padilha,PT,SP,Titular,CSSF,camara
PrimeiroVice-Presidente,178833,Alexandre Serfiotis,PSD,RJ,Titular,CSSF,camara
Titular.2,178833,Alexandre Serfiotis,PSD,RJ,Titular,CSSF,camara
Suplente.3,204571,Alex Santana,PDT,BA,Suplente,CSSF,camara
Suplente.4,74057,Alice Portugal,PCdoB,BA,Suplente,CSSF,camara
Titular.3,204515,André Janones,AVANTE,MG,Titular,CSSF,camara
Presidente,160553,Antonio Brito,PSD,BA,Titular,CSSF,camara
Titular.4,160553,Antonio Brito,PSD,BA,Titular,CSSF,camara
Suplente.5,73433,Arlindo Chinaglia,PT,SP,Suplente,CSSF,camara
Titular.5,159237,Assis Carvalho,PT,PI,Titular,CSSF,camara
Titular.6,73701,Benedita da Silva,PT,RJ,Titular,CSSF,camara
Titular.7,204397,Boca Aberta,PROS,PR,Titular,CSSF,camara
Titular.8,164360,Carmen Zanotto,PPS,SC,Titular,CSSF,camara
Titular.9,204380,Celina Leão,PP,DF,Titular,CSSF,camara
Titular.10,178876,Célio Silveira,PSDB,GO,Titular,CSSF,camara
Suplente.6,141439,Chico D'Angelo,PDT,RJ,Suplente,CSSF,camara
Titular.11,204462,Chris Tonietto,PSL,RJ,Titular,CSSF,camara
Suplente.8,204459,Daniela do Waguinho,MDB,RJ,Suplente,CSSF,camara
Suplente.7,204409,Daniel Trzeciak,PSDB,RS,Suplente,CSSF,camara
Titular.12,73891,Darcísio Perondi,MDB,RS,Titular,CSSF,camara
Suplente.9,204542,Denis Bezerra,PSB,CE,Suplente,CSSF,camara
Suplente.10,178929,Diego Garcia,PODE,PR,Suplente,CSSF,camara
Titular.18,81297,Dra. Soraya Manato,PSL,ES,Titular,CSSF,camara
Titular.13,204518,Dr. Frederico,PATRI,MG,Titular,CSSF,camara
Titular.14,204481,Dr. Jaziel,PR,CE,Titular,CSSF,camara
Suplente.11,204439,Dr. Leonardo,SOLIDARI,MT,Suplente,CSSF,camara
Titular.15,204450,Dr. Luiz Antonio Teixeira Jr.,PP,RJ,Titular,CSSF,camara
Titular.16,204351,Dr. Luiz Ovando,PSL,MS,Titular,CSSF,camara
Titular.17,204412,Dr. Zacharias Calil,DEM,GO,Titular,CSSF,camara
Titular.19,178994,Dulce Miranda,MDB,TO,Titular,CSSF,camara
Titular.20,74655,Eduardo Barbosa,PSDB,MG,Titular,CSSF,camara
Titular.21,204552,Eduardo Braide,PMN,MA,Titular,CSSF,camara
Titular.22,204500,Eduardo Costa,PTB,PA,Titular,CSSF,camara
Titular.23,207309,Enéias Reis,PSL,MG,Titular,CSSF,camara
Suplente.12,160575,Erika Kokay,PT,DF,Suplente,CSSF,camara
Titular.24,204407,Fernanda Melchionna ,PSOL,RS,Titular,CSSF,camara
Titular.25,204354,Flávia Arruda,PR,DF,Titular,CSSF,camara
Suplente.13,160598,Flávia Morais,PDT,GO,Suplente,CSSF,camara
Suplente.14,141434,Flaviano Melo,MDB,AC,Suplente,CSSF,camara
Titular.26,204447,Flordelis,PSD,RJ,Titular,CSSF,camara
Titular.27,178966,Geovania de Sá,PSDB,SC,Titular,CSSF,camara
Suplente.15,204575,Gil Cutrim,PDT,MA,Suplente,CSSF,camara
Suplente.16,178964,Heitor Schuch,PSB,RS,Suplente,CSSF,camara
Suplente.17,73482,Henrique Fontana,PT,RS,Suplente,CSSF,camara
Suplente.18,178959,Hiran Gonçalves,PP,RR,Suplente,CSSF,camara
Suplente.19,67138,Iracema Portella,PP,PI,Suplente,CSSF,camara
Titular.28,74848,Jandira Feghali,PCdoB,RJ,Titular,CSSF,camara
Suplente.20,178839,Jéssica Sales,MDB,AC,Suplente,CSSF,camara
Suplente.21,74366,João Campos,PRB,GO,Suplente,CSSF,camara
Titular.29,178857,Jorge Solla,PT,BA,Titular,CSSF,camara
Suplente.22,204497,Júnior Ferrari,PSD,PA,Suplente,CSSF,camara
Titular.30,178886,Juscelino Filho,DEM,MA,Titular,CSSF,camara
Suplente.23,160534,Lauriete,PR,ES,Suplente,CSSF,camara
Titular.31,178832,Leandre,PV,PR,Titular,CSSF,camara
Suplente.24,204547,Léo Motta,PSL,MG,Suplente,CSSF,camara
Titular.32,204405,Liziane Bayer,PSB,RS,Titular,CSSF,camara
Titular.33,178931,Luciano Ducci,PSB,PR,Titular,CSSF,camara
Suplente.25,204448,Luiz Antônio Corrêa,S.PART.,RJ,Suplente,CSSF,camara
Suplente.26,178983,Marcio Alvino,PR,SP,Suplente,CSSF,camara
Titular.34,204522,Marco Bertaiolli,PSD,SP,Titular,CSSF,camara
Suplente.27,178956,Mariana Carvalho,PSDB,RO,Suplente,CSSF,camara
Titular.35,204428,Marília Arraes,PT,PE,Titular,CSSF,camara
Titular.36,204432,Marina Santos ,SOLIDARI,PI,Titular,CSSF,camara
SegundoVice-Presidente,178843,Marx Beltrão,PSD,AL,Titular,CSSF,camara
Titular.37,178843,Marx Beltrão,PSD,AL,Titular,CSSF,camara
Suplente.28,141508,Mauro Nazif,PSB,RO,Suplente,CSSF,camara
Titular.38,178985,Miguel Lombardi,PR,SP,Titular,CSSF,camara
Titular.39,154178,Milton Vieira,PRB,SP,Titular,CSSF,camara
TerceiroVice-Presidente,178895,Misael Varella,PSD,MG,Titular,CSSF,camara
Titular.40,178895,Misael Varella,PSD,MG,Titular,CSSF,camara
Titular.41,204498,Olival Marques,DEM,PA,Titular,CSSF,camara
Titular.42,204422,Ossesio Silva,PRB,PE,Titular,CSSF,camara
Suplente.29,204441,Otoni de Paula,PSC,RJ,Suplente,CSSF,camara
Suplente.30,204573,Otto Alencar Filho,PSD,BA,Suplente,CSSF,camara
Suplente.31,204570,Pastor Gildenemyr,PMN,MA,Suplente,CSSF,camara
Suplente.32,204553,Pastor Sargento Isidório,AVANTE,BA,Suplente,CSSF,camara
Suplente.33,204377,Paula Belmonte,PPS,DF,Suplente,CSSF,camara
Titular.43,204406,Pedro Westphalen,PP,RS,Titular,CSSF,camara
Titular.44,204524,Pinheirinho,PP,MG,Titular,CSSF,camara
Suplente.34,204529,Policial Katia Sastre,PR,SP,Suplente,CSSF,camara
Titular.45,73486,Pompeo de Mattos,PDT,RS,Titular,CSSF,camara
